"","date","cname","iso3","cases","deaths","cu_cases","cu_deaths","days_elapsed","end_label"
"776",2020-03-23,"Sweden","SWE",160,1,1906,21,16,NA
"777",2020-03-23,"Switzerland","CHE",894,4,6971,60,16,NA
"778",2020-03-23,"Taiwan, Province of China","TWN",12,0,165,2,4,NA
"779",2020-03-23,"Thailand","THA",122,0,721,1,7,NA
"780",2020-03-23,"Turkey","TUR",289,9,1236,30,4,NA
"781",2020-03-23,"United Arab Emirates","ARE",0,0,153,2,5,NA
"782",2020-03-23,"USA","USA",8459,131,35206,471,20,NA
"783",2020-03-23,"Uruguay","URY",23,0,158,0,2,NA
"784",2020-03-23,"Viet Nam","VNM",24,0,118,0,0,NA
"785",2020-03-24,"Albania","ALB",11,2,100,4,0,NA
"786",2020-03-24,"Algeria","DZA",87,2,189,17,1,NA
"787",2020-03-24,"Andorra","AND",20,0,133,0,1,NA
"788",2020-03-24,"Argentina","ARG",35,0,301,4,4,NA
"789",2020-03-24,"Armenia","ARM",4,0,194,0,5,NA
"790",2020-03-24,"Australia","AUS",114,0,1823,7,14,NA
"791",2020-03-24,"Austria","AUT",855,9,4486,25,15,NA
"792",2020-03-24,"Bahrain","BHR",5,0,339,2,14,NA
"793",2020-03-24,"Belgium","BEL",342,13,3743,88,17,NA
"794",2020-03-24,"Bosnia and Herzegovina","BIH",4,0,129,1,1,NA
"795",2020-03-24,"Brazil","BRA",345,9,1891,34,9,NA
"796",2020-03-24,"Bulgaria","BGR",16,0,201,3,4,NA
"797",2020-03-24,"Canada","CAN",216,6,1646,24,12,NA
"798",2020-03-24,"Chile","CHL",114,1,746,2,7,NA
"799",2020-03-24,"China","CHN",69,7,81553,3281,65,NA
"800",2020-03-24,"Colombia","COL",71,1,306,3,5,NA
"801",2020-03-24,"Costa Rica","CRI",24,0,158,2,3,NA
"802",2020-03-24,"Croatia","HRV",71,0,306,0,4,NA
"803",2020-03-24,"Cyprus","CYP",21,0,116,0,0,NA
"804",2020-03-24,"Czech Republic","CZE",71,0,1236,1,11,NA
"805",2020-03-24,"Denmark","DNK",65,11,1460,24,14,NA
"806",2020-03-24,"Dominican Republic","DOM",43,0,245,3,2,NA
"807",2020-03-24,"Ecuador","ECU",192,4,981,18,6,NA
"808",2020-03-24,"Egypt","EGY",33,4,327,14,8,NA
"809",2020-03-24,"Estonia","EST",26,0,352,0,9,NA
"810",2020-03-24,"Faroe Islands","FRO",3,0,118,0,1,NA
"811",2020-03-24,"Finland","FIN",74,0,700,1,11,NA
"812",2020-03-24,"France","FRA",3838,186,19856,860,23,NA
"813",2020-03-24,"Germany","DEU",4438,32,29212,126,23,NA
"814",2020-03-24,"Hungary","HUN",20,1,187,8,3,NA
"815",2020-03-24,"Iceland","ISL",20,1,588,2,11,NA
"816",2020-03-24,"India","IND",53,2,492,9,7,NA
"817",2020-03-24,"Indonesia","IDN",65,1,579,49,8,NA
"818",2020-03-24,"Iran","IRN",1411,127,23049,1812,26,NA
"819",2020-03-24,"Iraq","IRQ",33,3,266,23,8,NA
"820",2020-03-24,"Ireland","IRL",219,2,1125,6,9,NA
"821",2020-03-24,"Israel","ISR",371,0,1442,1,10,NA
"822",2020-03-24,"Italy","ITA",4789,601,63927,6077,29,NA
"823",2020-03-24,"Japan","JPN",39,1,1128,42,31,NA
"824",2020-03-24,"Jordan","JOR",13,0,112,0,0,NA
"825",2020-03-24,"Kuwait","KWT",1,0,189,0,10,NA
"826",2020-03-24,"Latvia","LVA",41,0,180,0,3,NA
"827",2020-03-24,"Lebanon","LBN",19,0,267,4,7,NA
"828",2020-03-24,"Lithuania","LTU",36,0,179,1,2,NA
"829",2020-03-24,"Luxembourg","LUX",77,0,875,8,6,NA
"830",2020-03-24,"Malaysia","MYS",212,4,1518,14,14,NA
"831",2020-03-24,"Malta","MLT",17,0,107,0,0,NA
"832",2020-03-24,"Mexico","MEX",51,2,367,4,5,NA
"833",2020-03-24,"Moldova, Republic of","MDA",15,0,109,1,0,NA
"834",2020-03-24,"Morocco","MAR",19,0,134,4,1,NA
"835",2020-03-24,"Netherlands","NLD",545,34,4749,213,17,NA
"836",2020-03-24,"New Zealand","NZL",40,0,142,0,1,NA
"837",2020-03-24,"Macedonia, the former Yugoslav Republic of","MKD",22,1,136,2,1,NA
"838",2020-03-24,"Norway","NOR",239,1,2371,8,17,NA
"839",2020-03-24,"Pakistan","PAK",103,1,887,6,7,NA
"840",2020-03-24,"Panama","PAN",32,3,345,6,5,NA
"841",2020-03-24,"Peru","PER",32,0,395,5,6,NA
"842",2020-03-24,"Philippines","PHL",82,8,462,33,9,NA
"843",2020-03-24,"Poland","POL",115,1,749,8,9,NA
"844",2020-03-24,"Portugal","PRT",460,9,2060,23,10,NA
"845",2020-03-24,"Qatar","QAT",7,0,501,0,12,NA
"846",2020-03-24,"Romania","ROU",143,5,576,7,9,NA
"847",2020-03-24,"Russian Federation","RUS",0,0,438,0,6,NA
"848",2020-03-24,"San Marino","SMR",36,0,187,20,7,NA
"849",2020-03-24,"Saudi Arabia","SAU",51,0,562,0,8,NA
"850",2020-03-24,"Serbia","SRB",34,0,222,1,4,NA
"851",2020-03-24,"Singapore","SGP",54,0,509,2,23,NA
"852",2020-03-24,"Slovakia","SVK",6,0,191,0,5,NA
"853",2020-03-24,"Slovenia","SVN",28,0,442,1,10,NA
"854",2020-03-24,"South Africa","ZAF",128,0,402,0,5,NA
"855",2020-03-24,"South Korea","KOR",76,7,9037,120,32,NA
"856",2020-03-24,"Spain","ESP",4517,462,33089,2182,21,NA
"857",2020-03-24,"Sweden","SWE",110,4,2016,25,17,NA
"858",2020-03-24,"Switzerland","CHE",1044,6,8015,66,17,NA
"859",2020-03-24,"Taiwan, Province of China","TWN",30,0,195,2,5,NA
"860",2020-03-24,"Thailand","THA",106,3,827,4,8,NA
"861",2020-03-24,"Turkey","TUR",293,7,1529,37,5,NA
"862",2020-03-24,"United Arab Emirates","ARE",45,0,198,2,6,NA
"863",2020-03-24,"USA","USA",11236,119,46442,590,21,NA
"864",2020-03-24,"Uruguay","URY",4,0,162,0,3,NA
"865",2020-03-24,"Viet Nam","VNM",5,0,123,0,1,NA
"866",2020-03-25,"Albania","ALB",23,1,123,5,1,NA
"867",2020-03-25,"Andorra","AND",31,0,164,0,2,NA
"868",2020-03-25,"Algeria","DZA",42,0,231,17,2,NA
"869",2020-03-25,"Argentina","ARG",86,2,387,6,5,NA
"870",2020-03-25,"Armenia","ARM",71,0,265,0,6,NA
"871",2020-03-25,"Australia","AUS",600,1,2423,8,15,NA
"872",2020-03-25,"Austria","AUT",796,5,5282,30,16,NA
"873",2020-03-25,"Bahrain","BHR",51,1,390,3,15,NA
"874",2020-03-25,"Belgium","BEL",526,34,4269,122,18,NA
"875",2020-03-25,"Bosnia and Herzegovina","BIH",33,1,162,2,2,NA
"876",2020-03-25,"Brazil","BRA",310,12,2201,46,10,NA
"877",2020-03-25,"Brunei Darussalam","BRN",13,0,104,0,0,NA
"878",2020-03-25,"Bulgaria","BGR",19,0,220,3,5,NA
"879",2020-03-25,"Canada","CAN",313,3,1959,27,13,NA
"880",2020-03-25,"Chile","CHL",176,0,922,2,8,NA
"881",2020-03-25,"China","CHN",78,4,81631,3285,66,NA
"882",2020-03-25,"Colombia","COL",72,0,378,3,6,NA
"883",2020-03-25,"Costa Rica","CRI",19,0,177,2,4,NA
"884",2020-03-25,"Croatia","HRV",76,1,382,1,5,NA
"885",2020-03-25,"Cyprus","CYP",8,3,124,3,1,NA
"886",2020-03-25,"Czech Republic","CZE",158,2,1394,3,12,NA
"887",2020-03-25,"Denmark","DNK",131,8,1591,32,15,NA
"888",2020-03-25,"Dominican Republic","DOM",67,3,312,6,3,NA
"889",2020-03-25,"Ecuador","ECU",101,9,1082,27,7,NA
"890",2020-03-25,"Egypt","EGY",39,5,366,19,9,NA
"891",2020-03-25,"Estonia","EST",17,0,369,0,10,NA
"892",2020-03-25,"Faroe Islands","FRO",4,0,122,0,2,NA
"893",2020-03-25,"Finland","FIN",92,0,792,1,12,NA
"894",2020-03-25,"France","FRA",2446,240,22302,1100,24,NA
"895",2020-03-25,"Germany","DEU",2342,23,31554,149,24,NA
"896",2020-03-25,"Hungary","HUN",39,2,226,10,4,NA
"897",2020-03-25,"Iceland","ISL",60,0,648,2,12,NA
"898",2020-03-25,"India","IND",70,0,562,9,8,NA
"899",2020-03-25,"Indonesia","IDN",107,6,686,55,9,NA
"900",2020-03-25,"Iran","IRN",1762,122,24811,1934,27,NA
"901",2020-03-25,"Iraq","IRQ",50,4,316,27,9,NA
"902",2020-03-25,"Ireland","IRL",204,1,1329,7,10,NA
"903",2020-03-25,"Israel","ISR",488,2,1930,3,11,NA
"904",2020-03-25,"Italy","ITA",5249,743,69176,6820,30,NA
"905",2020-03-25,"Japan","JPN",65,1,1193,43,32,NA
"906",2020-03-25,"Jordan","JOR",15,0,127,0,1,NA
"907",2020-03-25,"Kuwait","KWT",2,0,191,0,11,NA
"908",2020-03-25,"Latvia","LVA",17,0,197,0,4,NA
"909",2020-03-25,"Lebanon","LBN",37,0,304,4,8,NA
"910",2020-03-25,"Lithuania","LTU",30,1,209,2,3,NA
"911",2020-03-25,"Luxembourg","LUX",224,0,1099,8,7,NA
"912",2020-03-25,"Malaysia","MYS",106,1,1624,15,15,NA
"913",2020-03-25,"Malta","MLT",13,0,120,0,1,NA
"914",2020-03-25,"Mexico","MEX",38,1,405,5,6,NA
"915",2020-03-25,"Moldova, Republic of","MDA",16,0,125,1,1,NA
"916",2020-03-25,"Morocco","MAR",36,1,170,5,2,NA
"917",2020-03-25,"Netherlands","NLD",811,63,5560,276,18,NA
"918",2020-03-25,"New Zealand","NZL",47,0,189,0,2,NA
"919",2020-03-25,"Macedonia, the former Yugoslav Republic of","MKD",12,0,148,2,2,NA
"920",2020-03-25,"Norway","NOR",195,2,2566,10,18,NA
"921",2020-03-25,"Pakistan","PAK",104,1,991,7,8,NA
"922",2020-03-25,"Panama","PAN",98,0,443,6,6,NA
"923",2020-03-25,"Peru","PER",21,2,416,7,7,NA
"924",2020-03-25,"Philippines","PHL",90,2,552,35,10,NA
"925",2020-03-25,"Poland","POL",152,2,901,10,10,NA
"926",2020-03-25,"Portugal","PRT",302,10,2362,33,11,NA
"927",2020-03-25,"Qatar","QAT",25,0,526,0,13,NA
"928",2020-03-25,"Romania","ROU",186,4,762,11,10,NA
"929",2020-03-25,"Russian Federation","RUS",57,0,495,0,7,NA
"930",2020-03-25,"San Marino","SMR",0,1,187,21,8,NA
"931",2020-03-25,"Saudi Arabia","SAU",205,1,767,1,9,NA
"932",2020-03-25,"Serbia","SRB",27,0,249,1,5,NA
"933",2020-03-25,"Singapore","SGP",49,0,558,2,24,NA
"934",2020-03-25,"Slovakia","SVK",13,0,204,0,6,NA
"935",2020-03-25,"Slovenia","SVN",38,2,480,3,11,NA
"936",2020-03-25,"South Africa","ZAF",155,0,557,0,6,NA
"937",2020-03-25,"South Korea","KOR",100,6,9137,126,33,NA
"938",2020-03-25,"Spain","ESP",6584,514,39673,2696,22,NA
"939",2020-03-25,"Sri Lanka","LKA",5,0,102,0,0,NA
"940",2020-03-25,"Sweden","SWE",256,11,2272,36,18,NA
"941",2020-03-25,"Switzerland","CHE",774,20,8789,86,18,NA
"942",2020-03-25,"Taiwan, Province of China","TWN",21,0,216,2,6,NA
"943",2020-03-25,"Thailand","THA",107,0,934,4,9,NA
"944",2020-03-25,"Tunisia","TUN",25,0,114,3,0,NA
"945",2020-03-25,"Turkey","TUR",343,7,1872,44,6,NA
"946",2020-03-25,"United Arab Emirates","ARE",50,0,248,2,7,NA
"947",2020-03-25,"USA","USA",8789,211,55231,801,22,NA
"948",2020-03-25,"Uruguay","URY",27,0,189,0,4,NA
"949",2020-03-25,"Viet Nam","VNM",11,0,134,0,2,NA
"950",2020-03-26,"Albania","ALB",23,0,146,5,2,NA
"951",2020-03-26,"Andorra","AND",24,0,188,0,3,NA
"952",2020-03-26,"Algeria","DZA",33,0,264,17,3,NA
"953",2020-03-26,"Argentina","ARG",115,2,502,8,6,NA
"954",2020-03-26,"Armenia","ARM",25,0,290,0,7,NA
"955",2020-03-26,"Australia","AUS",376,3,2799,11,16,NA
"956",2020-03-26,"Austria","AUT",606,4,5888,34,17,NA
"957",2020-03-26,"Bahrain","BHR",29,0,419,3,16,NA
"958",2020-03-26,"Belgium","BEL",668,56,4937,178,19,NA
"959",2020-03-26,"Bosnia and Herzegovina","BIH",19,1,181,3,3,NA
"960",2020-03-26,"Brazil","BRA",232,11,2433,57,11,NA
"961",2020-03-26,"Brunei Darussalam","BRN",3,0,107,0,1,NA
"962",2020-03-26,"Bulgaria","BGR",22,0,242,3,6,NA
"963",2020-03-26,"Burkina Faso","BFA",15,0,114,3,0,NA
"964",2020-03-26,"Canada","CAN",1426,8,3385,35,14,NA
"965",2020-03-26,"Chile","CHL",220,1,1142,3,9,NA
"966",2020-03-26,"China","CHN",102,6,81733,3291,67,NA
"967",2020-03-26,"Colombia","COL",92,1,470,4,7,NA
"968",2020-03-26,"Costa Rica","CRI",24,0,201,2,5,NA
"969",2020-03-26,"Croatia","HRV",36,0,418,1,6,NA
"970",2020-03-26,"Cyprus","CYP",8,0,132,3,2,NA
"971",2020-03-26,"Czech Republic","CZE",260,3,1654,6,13,NA
"972",2020-03-26,"Denmark","DNK",133,2,1724,34,16,NA
"973",2020-03-26,"Dominican Republic","DOM",80,4,392,10,4,NA
"974",2020-03-26,"Ecuador","ECU",129,2,1211,29,8,NA
"975",2020-03-26,"Egypt","EGY",76,2,442,21,10,NA
"976",2020-03-26,"Estonia","EST",35,1,404,1,11,NA
"977",2020-03-26,"Faroe Islands","FRO",10,0,132,0,3,NA
"978",2020-03-26,"Finland","FIN",88,2,880,3,13,NA
"979",2020-03-26,"France","FRA",2931,231,25233,1331,25,NA
"980",2020-03-26,"Germany","DEU",4954,49,36508,198,25,NA
"981",2020-03-26,"Hungary","HUN",35,0,261,10,5,NA
"982",2020-03-26,"Iceland","ISL",89,0,737,2,13,NA
"983",2020-03-26,"India","IND",87,4,649,13,9,NA
"984",2020-03-26,"Indonesia","IDN",104,3,790,58,10,NA
"985",2020-03-26,"Iran","IRN",2206,143,27017,2077,28,NA
"986",2020-03-26,"Iraq","IRQ",30,2,346,29,10,NA
"987",2020-03-26,"Ireland","IRL",235,2,1564,9,11,NA
"988",2020-03-26,"Israel","ISR",439,2,2369,5,12,NA
"989",2020-03-26,"Italy","ITA",5210,685,74386,7505,31,NA
"990",2020-03-26,"Japan","JPN",75,2,1268,45,33,NA
"991",2020-03-26,"Jordan","JOR",26,0,153,0,2,NA
"992",2020-03-26,"Kuwait","KWT",4,0,195,0,12,NA
"993",2020-03-26,"Latvia","LVA",24,0,221,0,5,NA
"994",2020-03-26,"Lebanon","LBN",29,0,333,4,9,NA
"995",2020-03-26,"Lithuania","LTU",65,2,274,4,4,NA
"996",2020-03-26,"Luxembourg","LUX",234,0,1333,8,8,NA
"997",2020-03-26,"Malaysia","MYS",172,4,1796,19,16,NA
"998",2020-03-26,"Malta","MLT",9,0,129,0,2,NA
"999",2020-03-26,"Mexico","MEX",70,0,475,5,7,NA
"1000",2020-03-26,"Moldova, Republic of","MDA",24,0,149,1,2,NA
"1001",2020-03-26,"Morocco","MAR",55,1,225,6,3,NA
"1002",2020-03-26,"Netherlands","NLD",852,80,6412,356,19,NA
"1003",2020-03-26,"New Zealand","NZL",73,0,262,0,3,NA
"1004",2020-03-26,"Macedonia, the former Yugoslav Republic of","MKD",29,0,177,2,3,NA
"1005",2020-03-26,"Norway","NOR",350,2,2916,12,19,NA
"1006",2020-03-26,"Pakistan","PAK",66,1,1057,8,9,NA
"1007",2020-03-26,"Panama","PAN",145,0,588,6,7,NA
"1008",2020-03-26,"Peru","PER",142,1,558,8,8,NA
"1009",2020-03-26,"Philippines","PHL",84,3,636,38,11,NA
"1010",2020-03-26,"Poland","POL",150,4,1051,14,11,NA
"1011",2020-03-26,"Portugal","PRT",633,10,2995,43,12,NA
"1012",2020-03-26,"Qatar","QAT",11,0,537,0,14,NA
"1013",2020-03-26,"Romania","ROU",144,2,906,13,11,NA
"1014",2020-03-26,"Russian Federation","RUS",163,0,658,0,8,NA
"1015",2020-03-26,"San Marino","SMR",21,0,208,21,9,NA
"1016",2020-03-26,"Saudi Arabia","SAU",133,1,900,2,10,NA
"1017",2020-03-26,"Serbia","SRB",54,1,303,2,6,NA
"1018",2020-03-26,"Singapore","SGP",10,0,568,2,25,NA
"1019",2020-03-26,"Slovakia","SVK",12,0,216,0,7,NA
"1020",2020-03-26,"Slovenia","SVN",48,1,528,4,12,NA
"1021",2020-03-26,"South Africa","ZAF",152,0,709,0,7,NA
"1022",2020-03-26,"South Korea","KOR",104,5,9241,131,34,NA
"1023",2020-03-26,"Spain","ESP",7937,738,47610,3434,23,NA
"1024",2020-03-26,"Sri Lanka","LKA",0,0,102,0,1,NA
"1025",2020-03-26,"Sweden","SWE",238,6,2510,42,19,NA
"1026",2020-03-26,"Switzerland","CHE",925,17,9714,103,19,NA
"1027",2020-03-26,"Taiwan, Province of China","TWN",19,0,235,2,7,NA
"1028",2020-03-26,"Thailand","THA",111,0,1045,4,10,NA
"1029",2020-03-26,"Tunisia","TUN",59,2,173,5,1,NA
"1030",2020-03-26,"Turkey","TUR",561,15,2433,59,7,NA
"1031",2020-03-26,"Ukraine","UKR",29,1,113,4,0,NA
"1032",2020-03-26,"United Arab Emirates","ARE",85,0,333,2,8,NA
"1033",2020-03-26,"USA","USA",13963,249,69194,1050,23,NA
"1034",2020-03-26,"Uruguay","URY",28,0,217,0,5,NA
"1035",2020-03-26,"Venezuela, Bolivarian Republic of","VEN",15,0,106,0,0,NA
"1036",2020-03-26,"Viet Nam","VNM",14,0,148,0,3,NA
"1037",2020-03-27,"Albania","ALB",28,1,174,6,3,NA
"1038",2020-03-27,"Andorra","AND",36,3,224,3,4,NA
"1039",2020-03-27,"Algeria","DZA",41,4,305,21,4,NA
"1040",2020-03-27,"Argentina","ARG",87,4,589,12,7,NA
"1041",2020-03-27,"Armenia","ARM",39,1,329,1,8,NA
"1042",2020-03-27,"Australia","AUS",367,2,3166,13,17,NA
"1043",2020-03-27,"Austria","AUT",1141,18,7029,52,18,NA
"1044",2020-03-27,"Azerbaijan","AZE",29,1,122,3,0,NA
"1045",2020-03-27,"Bahrain","BHR",39,1,458,4,17,NA
"1046",2020-03-27,"Belgium","BEL",1298,42,6235,220,20,NA
"1047",2020-03-27,"Bosnia and Herzegovina","BIH",0,0,181,3,4,NA
"1048",2020-03-27,"Brazil","BRA",482,20,2915,77,12,NA
"1049",2020-03-27,"Brunei Darussalam","BRN",7,0,114,0,2,NA
"1050",2020-03-27,"Bulgaria","BGR",22,0,264,3,7,NA
"1051",2020-03-27,"Burkina Faso","BFA",32,0,146,3,1,NA
"1052",2020-03-27,"Canada","CAN",633,4,4018,39,15,NA
"1053",2020-03-27,"Chile","CHL",164,1,1306,4,10,NA
"1054",2020-03-27,"China","CHN",94,5,81827,3296,68,NA
"1055",2020-03-27,"Colombia","COL",21,2,491,6,8,NA
"1056",2020-03-27,"Costa Rica","CRI",30,0,231,2,6,NA
"1057",2020-03-27,"Croatia","HRV",77,1,495,2,7,NA
"1058",2020-03-27,"Cyprus","CYP",14,0,146,3,3,NA
"1059",2020-03-27,"Czech Republic","CZE",408,3,2062,9,14,NA
"1060",2020-03-27,"Denmark","DNK",153,7,1877,41,17,NA
"1061",2020-03-27,"Dominican Republic","DOM",96,0,488,10,5,NA
"1062",2020-03-27,"Ecuador","ECU",192,5,1403,34,9,NA
"1063",2020-03-27,"Egypt","EGY",14,0,456,21,11,NA
"1064",2020-03-27,"Estonia","EST",134,0,538,1,12,NA
"1065",2020-03-27,"Faroe Islands","FRO",8,0,140,0,4,NA
"1066",2020-03-27,"Finland","FIN",78,1,958,4,14,NA
"1067",2020-03-27,"France","FRA",3922,365,29155,1696,26,NA
"1068",2020-03-27,"Germany","DEU",5780,55,42288,253,26,NA
"1069",2020-03-27,"Ghana","GHA",64,0,132,3,0,NA
"1070",2020-03-27,"Hungary","HUN",39,0,300,10,6,NA
"1071",2020-03-27,"Iceland","ISL",65,0,802,2,14,NA
"1072",2020-03-27,"India","IND",75,4,724,17,10,NA
"1073",2020-03-27,"Indonesia","IDN",103,20,893,78,11,NA
"1074",2020-03-27,"Iran","IRN",2389,157,29406,2234,29,NA
"1075",2020-03-27,"Iraq","IRQ",36,7,382,36,11,NA
"1076",2020-03-27,"Ireland","IRL",255,10,1819,19,12,NA
"1077",2020-03-27,"Israel","ISR",297,3,2666,8,13,NA
"1078",2020-03-27,"Italy","ITA",6153,660,80539,8165,32,NA
"1079",2020-03-27,"Japan","JPN",96,1,1364,46,34,NA
"1080",2020-03-27,"Jordan","JOR",19,0,172,0,3,NA
"1081",2020-03-27,"Kazakhstan","KAZ",32,0,120,0,0,NA
"1082",2020-03-27,"Kuwait","KWT",13,0,208,0,13,NA
"1083",2020-03-27,"Latvia","LVA",23,0,244,0,6,NA
"1084",2020-03-27,"Lebanon","LBN",35,2,368,6,10,NA
"1085",2020-03-27,"Lithuania","LTU",25,0,299,4,5,NA
"1086",2020-03-27,"Luxembourg","LUX",120,1,1453,9,9,NA
"1087",2020-03-27,"Malaysia","MYS",235,4,2031,23,17,NA
"1088",2020-03-27,"Malta","MLT",5,0,134,0,3,NA
"1089",2020-03-27,"Mexico","MEX",110,3,585,8,8,NA
"1090",2020-03-27,"Moldova, Republic of","MDA",28,0,177,1,3,NA
"1091",2020-03-27,"Morocco","MAR",50,4,275,10,4,NA
"1092",2020-03-27,"Netherlands","NLD",1019,78,7431,434,20,NA
"1093",2020-03-27,"New Zealand","NZL",76,0,338,0,4,NA
"1094",2020-03-27,"Macedonia, the former Yugoslav Republic of","MKD",24,1,201,3,4,NA
"1095",2020-03-27,"Norway","NOR",240,2,3156,14,20,NA
"1096",2020-03-27,"Oman","OMN",10,0,109,0,0,NA
"1097",2020-03-27,"Pakistan","PAK",140,1,1197,9,10,NA
"1098",2020-03-27,"Panama","PAN",86,3,674,9,8,NA
"1099",2020-03-27,"Peru","PER",22,1,580,9,9,NA
"1100",2020-03-27,"Philippines","PHL",71,7,707,45,12,NA
"1101",2020-03-27,"Poland","POL",170,2,1221,16,12,NA
"1102",2020-03-27,"Portugal","PRT",549,17,3544,60,13,NA
"1103",2020-03-27,"Qatar","QAT",12,0,549,0,15,NA
"1104",2020-03-27,"Romania","ROU",123,4,1029,17,12,NA
"1105",2020-03-27,"Russian Federation","RUS",182,2,840,2,9,NA
"1106",2020-03-27,"San Marino","SMR",10,0,218,21,10,NA
"1107",2020-03-27,"Saudi Arabia","SAU",112,1,1012,3,11,NA
"1108",2020-03-27,"Senegal","SEN",6,0,105,0,0,NA
"1109",2020-03-27,"Serbia","SRB",81,1,384,3,7,NA
"1110",2020-03-27,"Singapore","SGP",26,0,594,2,26,NA
"1111",2020-03-27,"Slovakia","SVK",10,0,226,0,8,NA
"1112",2020-03-27,"Slovenia","SVN",49,1,577,5,13,NA
"1113",2020-03-27,"South Africa","ZAF",218,2,927,2,8,NA
"1114",2020-03-27,"South Korea","KOR",91,8,9332,139,35,NA
"1115",2020-03-27,"Spain","ESP",8578,655,56188,4089,24,NA
"1116",2020-03-27,"Sri Lanka","LKA",4,0,106,0,2,NA
"1117",2020-03-27,"Sweden","SWE",296,24,2806,66,20,NA
"1118",2020-03-27,"Switzerland","CHE",1000,58,10714,161,20,NA
"1119",2020-03-27,"Taiwan, Province of China","TWN",17,0,252,2,8,NA
"1120",2020-03-27,"Thailand","THA",91,1,1136,5,11,NA
"1121",2020-03-27,"Tunisia","TUN",0,0,173,5,2,NA
"1122",2020-03-27,"Turkey","TUR",1196,16,3629,75,8,NA
"1123",2020-03-27,"Ukraine","UKR",43,1,156,5,1,NA
"1124",2020-03-27,"United Arab Emirates","ARE",0,0,333,2,9,NA
"1125",2020-03-27,"USA","USA",16797,246,85991,1296,24,NA
"1126",2020-03-27,"Uruguay","URY",21,0,238,0,6,NA
"1127",2020-03-27,"Venezuela, Bolivarian Republic of","VEN",1,1,107,1,1,NA
"1128",2020-03-27,"Viet Nam","VNM",5,0,153,0,4,NA
"1129",2020-03-28,"Albania","ALB",12,3,186,9,4,NA
"1130",2020-03-28,"Andorra","AND",43,0,267,3,5,NA
"1131",2020-03-28,"Algeria","DZA",0,0,305,21,5,NA
"1132",2020-03-28,"Argentina","ARG",101,5,690,17,8,NA
"1133",2020-03-28,"Armenia","ARM",43,0,372,1,9,NA
"1134",2020-03-28,"Australia","AUS",212,0,3378,13,18,NA
"1135",2020-03-28,"Austria","AUT",668,16,7697,68,19,NA
"1136",2020-03-28,"Azerbaijan","AZE",43,0,165,3,1,NA
"1137",2020-03-28,"Bahrain","BHR",8,0,466,4,18,NA
"1138",2020-03-28,"Belgium","BEL",1049,69,7284,289,21,NA
"1139",2020-03-28,"Bosnia and Herzegovina","BIH",48,0,229,3,5,NA
"1140",2020-03-28,"Brazil","BRA",502,15,3417,92,13,NA
"1141",2020-03-28,"Brunei Darussalam","BRN",1,0,115,0,3,NA
"1142",2020-03-28,"Bulgaria","BGR",29,0,293,3,8,NA
"1143",2020-03-28,"Burkina Faso","BFA",0,0,146,3,2,NA
"1144",2020-03-28,"Cambodia","KHM",4,0,102,0,0,NA
"1145",2020-03-28,"Canada","CAN",671,14,4689,53,16,NA
"1146",2020-03-28,"Chile","CHL",304,1,1610,5,11,NA
"1147",2020-03-28,"China","CHN",119,3,81946,3299,69,NA
"1148",2020-03-28,"Colombia","COL",48,0,539,6,9,NA
"1149",2020-03-28,"Costa Rica","CRI",32,0,263,2,7,NA
"1150",2020-03-28,"Côte d'Ivoire","CIV",5,0,101,0,0,NA
"1151",2020-03-28,"Croatia","HRV",91,1,586,3,8,NA
"1152",2020-03-28,"Cyprus","CYP",16,2,162,5,4,NA
"1153",2020-03-28,"Czech Republic","CZE",217,0,2279,9,15,NA
"1154",2020-03-28,"Denmark","DNK",169,11,2046,52,18,NA
"1155",2020-03-28,"Dominican Republic","DOM",93,10,581,20,6,NA
"1156",2020-03-28,"Ecuador","ECU",224,7,1627,41,10,NA
"1157",2020-03-28,"Egypt","EGY",39,3,495,24,12,NA
"1158",2020-03-28,"Estonia","EST",37,0,575,1,13,NA
"1159",2020-03-28,"Faroe Islands","FRO",4,0,144,0,5,NA
"1160",2020-03-28,"Finland","FIN",67,3,1025,7,15,NA
"1161",2020-03-28,"France","FRA",3809,299,32964,1995,27,NA
"1162",2020-03-28,"Germany","DEU",6294,72,48582,325,27,NA
"1163",2020-03-28,"Ghana","GHA",5,0,137,3,1,NA
"1164",2020-03-28,"Hungary","HUN",43,1,343,11,7,NA
"1165",2020-03-28,"Iceland","ISL",88,0,890,2,15,NA
"1166",2020-03-28,"India","IND",149,2,873,19,11,NA
"1167",2020-03-28,"Indonesia","IDN",153,9,1046,87,12,NA
"1168",2020-03-28,"Iran","IRN",2926,144,32332,2378,30,NA
"1169",2020-03-28,"Iraq","IRQ",76,4,458,40,12,NA
"1170",2020-03-28,"Ireland","IRL",302,3,2121,22,13,NA
"1171",2020-03-28,"Israel","ISR",369,2,3035,10,14,NA
"1172",2020-03-28,"Italy","ITA",5959,971,86498,9136,33,NA
"1173",2020-03-28,"Japan","JPN",135,3,1499,49,35,NA
"1174",2020-03-28,"Jordan","JOR",40,0,212,0,4,NA
"1175",2020-03-28,"Kazakhstan","KAZ",73,0,193,0,1,NA
"1176",2020-03-28,"Kuwait","KWT",17,0,225,0,14,NA
"1177",2020-03-28,"Latvia","LVA",36,0,280,0,7,NA
"1178",2020-03-28,"Lebanon","LBN",23,1,391,7,11,NA
